Skecos6	K06685
Skedoh26062	K10873
Skedoh26072	K02989
Skedoh26074	K01958
Skedoh26094	K14846
Skedoh26101	K11654
Skedoh26104	K04079
Skedoh26105	K15276
Skedoh26109	K01802
Skedoh26110	K06027
Skedoh26123	K06965
Skedoh26126	K11314
Skedoh26127	K00816
Skedoh26128	K14777
Skedoh26136	K03097
Skedoh26139	K10758
Skedoh26140	K02985
Skedoh26144	K03798
Skedoh26145	K03839
Skedoh26154	K15331
Skedoh26174	K02999
Skedoh26175	K11840
Skedoh26180	K00222
Skedoh26184	K13539
Skedoh26185	K00058
Skedoh26189	K04780
Skedoh26194	K01057
Skedoh26203	K09650
Skedoh26213	K06125
Skedoh26215	K14674
Skedoh26223	K03667
Skedoh26225	K07199
Skedoh26227	K17800
Skedoh26229	K12736
Skedoh26231	K11253
Skedoh26237	K06640
Skedoh26266	K08869
Skedoh26272	K03456
Skedoh26273	K14403
Skedoh26275	K03857
Skedoh26281	K03841
Skedoh26284	K07890
Skedoh26334	K04503
Skedoh26335	K00861
Skedoh26396	K01769
Skedoh26411	K08266
Skedoh26464	K02480
Skedoh26524	K07112
Skedoh26528	K05309
Skedoh26535	K02932
Skedoh26545	K07562
Skedoh26546	K02230
Skedoh26554	K17618
Skedoh26555	K02979
Skedoh26564	K02975
Skedoh26576	K17498
Skedoh26592	K02863
Skedoh26597	K07750
Skedoh26599	K06072
Skedoh26617	K17732
Skedoh26620	K08994
Skedoh26622	K01874
Skedoh26641	K17900
Skedoh26651	K00134
Skedoh26658	K03704
Skedoh26659	K01868
Skedoh26663	K02943
Skedoh26664	K01515
Skedoh26675	K03648
Skedoh26683	K09554
Skedoh26692	K12599
Skedoh26696	K14209
Skedoh26697	K03627
Skedoh26700	K14561
Skedoh26716	K07098
Skedoh26723	K03110
Skedoh26726	K09250
Skedoh26743	K07238
Skedoh26747	K06127
Skedoh26763	K02924
Skedoh26774	K00873
Skedoh26777	K02974
Skedoh26783	K03248
Skedoh26784	K01598
Skedoh26791	K06176
Skedoh26802	K01120
Skedoh26811	K13830
Skedoh26822	K00630
Skedoh26833	K16329
Skedoh26835	K11279
Skedoh26836	K01079
Skedoh26849	K01443
Skedoh26866	K12820
Skedoh26872	K00326
Skedoh26873	K03885
Skedoh26941	K12816
Skedoh26952	K01803
Skedoh26984	K01889
Skedoh26994	K01772
Skedoh27005	K09503
Skedoh27035	K11713
Skedoh27062	K01175
Skedoh27068	K08866
Skedoh27077	K00326
Skedoh27089	K03695
Skedoh27099	K11450
Skedoh27113	K17586
Skedoh27114	K09969
Skedoh27118	K14797
Skedoh27121	K14779
Skedoh27131	K01869
Skedoh27142	K00895
Skedoh27156	K03911
Skedoh27160	K03254
Skedoh27163	K01687
Skedoh27197	K01062
Skedoh27198	K10848
Skedoh27237	K11096
Skedoh27248	K15264
Skedoh27265	K02983
Skedoh27266	K06180
Skedoh27271	K15287
Skedoh27274	K00457
Skedoh27281	K11718
Skedoh27292	K12619
Skedoh27294	K00254
Skedoh27298	K02209
Skedoh27302	K12858
Skedoh27308	K11320
Skedoh27309	K14807
Skedoh27313	K00472
Skedoh27314	K16365
Skedoh27343	K13754
Skedoh27354	K01011
Skedoh27366	K03842
Skedoh27368	K05658
Skedoh27371	K08832
Skedoh27432	K03650
Skedoh27465	K10790
Skedoh27467	K15281
Skedoh27489	K06173
Skedoh27490	K00383
Skedoh27499	K09680
Skedoh27538	K14847
Skedoh27541	K00072
Skedoh27551	K03021
Skedoh27574	K17780
Skedoh27579	K00121
Skedoh27581	K14544
Skedoh27588	K15029
Skedoh27589	K04615
Skedoh27595	K11292
Skedoh27609	K15452
Skedoh27621	K16914
Skedoh27622	K01365
Skedoh27631	K00868
Skedoh27639	K13379
Skedoh27649	K01714
Skedoh27655	K05542
Skedoh27656	K11308
Skedoh27657	K09142
Skedoh27658	K00888
Skedoh27669	K13106
Skedoh27671	K08515
Skedoh27677	K15711
Skedoh27678	K13144
Skedoh27688	K08825
Skedoh27692	K00565
Skedoh27712	K02553
Skedoh27735	K01601
Skedoh27764	K08311
Skedoh27807	K07204
Skedoh27813	K06636
Skedoh27832	K02183
Skedoh27834	K18156
Skedoh27855	K17584
Skedoh27871	K09291
Skedoh27915	K02902
Skedoh27920	K18041
Skedoh27924	K10632
Skedoh27940	K17839
Skedoh27943	K12194
Skedoh27944	K01265
Skedoh27956	K05857
Skedoh27959	K03002
Skedoh27960	K17600
Skedoh27961	K02575
Skedoh27968	K06185
Skedoh27974	K12618
Skedoh27982	K06158
Skedoh27997	K01183
Skedoh27999	K17497
Skedoh28001	K15100
Skedoh28007	K08874
Skedoh28013	K00627
Skedoh28021	K01404
Skedoh28029	K13138
Skedoh28038	K10769
Skedoh28067	K10598
Skedoh28087	K16743
Skedoh28089	K12662
Skedoh28096	K01304
Skedoh28139	K00022
Skedoh28194	K15745
Skedoh28213	K14792
Skedoh28217	K11984
Skedoh28218	K05305
Skedoh28222	K02893
Skedoh28223	K07893
Skedoh28233	K00640
Skedoh28239	K13095
Skedoh28247	K03456
Skedoh28255	K01624
Skedoh28258	K12883
Skedoh28260	K12343
Skedoh28266	K12624
Skedoh28272	K13338
Skedoh28276	K12854
Skedoh28291	K00944
Skedoh28300	K05657
Skedoh28301	K00612
Skedoh28302	K12386
Skedoh28314	K00814
Skedoh28335	K09667
Skedoh28336	K14555
Skedoh28339	K03018
Skedoh28361	K00999
Skedoh28362	K14312
Skedoh28370	K07442
Skedoh28407	K13354
Skedoh28435	K00649
Skedoh28439	K16194
Skedoh28492	K15414
Skedoh28525	K06632
Skedoh28562	K02895
Skedoh28571	K02908
Skedoh28592	K05527
Skedoh28597	K09123
Skedoh28599	K08959
Skedoh28632	K01358
Skedoh28643	K12600
Skedoh28648	K11265
Skedoh28650	K01923
Skedoh28658	K11583
Skedoh28659	K03070
Skedoh28664	K04083
Skedoh28667	K01669
Skedoh28669	K00558
Skedoh28670	K10807
Skedoh28674	K06961
Skedoh28678	K03417
Skedoh28680	K06147
Skedoh28681	K02510
Skedoh28682	K00058
Skedoh28698	K06924
Skedoh28721	K02367
Skedoh28725	K02996
Skedoh28739	K00731
Skedoh28822	K06287
Skedoh28861	K03405
Skedoh28887	K08819
Skedoh28898	K02145
Skedoh28914	K12893
Skedoh28926	K12852
Skedoh28927	K12835
Skedoh28936	K10839
Skedoh28947	K07015
Skedoh28955	K03320
Skedoh28959	K14766
Skedoh28977	K17500
Skedoh28988	K12948
Skedoh28997	K00464
Skedoh28999	K04799
Skedoh29000	K12795
Skedoh29002	K15338
Skedoh29015	K03509
Skedoh29018	K01482
Skedoh29025	K10737
Skedoh29047	K01409
Skedoh29048	K13171
Skedoh29056	K11438
Skedoh29100	K15272
Skedoh29125	K03321
Skedoh29126	K01529
Skedoh29177	K16602
Skedoh29181	K06947
Skedoh29225	K16794
Skedoh29239	K07565
Skedoh29250	K13963
Skedoh29253	K11308
Skedoh29269	K02872
Skedoh29282	K07588
Skedoh29284	K15223
Skedoh29285	K12418
Skedoh29286	K13076
Skedoh29287	K15692
Skedoh29301	K12815
Skedoh29307	K13917
Skedoh29308	K09595
Skedoh29318	K03349
Skedoh29319	K13210
Skedoh29332	K12867
Skedoh29338	K10589
Skedoh29342	K08737
Skedoh29346	K08956
Skedoh29372	K10773
Skedoh29373	K00102
Skedoh29397	K12849
Skedoh29404	K09391
Skedoh29428	K08790
Skedoh29430	K00823
Skedoh29431	K11426
Skedoh29444	K02887
Skedoh29460	K17662
Skedoh29487	K10295
Skedoh29488	K01007
Skedoh29536	K15732
Skedoh29558	K00763
Skedoh29559	K01834
Skedoh29576	K09481
Skedoh29583	K06955
Skedoh29592	K01078
Skedoh29594	K04712
Skedoh29619	K17301
Skedoh29620	K08486
Skedoh29621	K00820
Skedoh29625	K09523
Skedoh29637	K07390
Skedoh29639	K12604
Skedoh29643	K13525
Skedoh29644	K15424
Skedoh29648	K03644
Skedoh29649	K00586
Skedoh29652	K06173
Skedoh29655	K00815
Skedoh29656	K03025
Skedoh29657	K04615
Skedoh29660	K00803
Skedoh29667	K03750
Skedoh29669	K03514
Skedoh29673	K15371
Skedoh29678	K00889
Skedoh29686	K14539
Skedoh29707	K10290
Skedoh29709	K06942
Skedoh29715	K10436
Skedoh29716	K00517
Skedoh29726	K13679
Skedoh29731	K00472
Skedoh29737	K10755
Skedoh29744	K08269
Skedoh29770	K16280
Skedoh29772	K15430
Skedoh29775	K02691
Skedoh29780	K00451
Skedoh29806	K13121
Skedoh29873	K17973
Skedoh29888	K01426
Skedoh29891	K08073
Skedoh29892	K04536
Skedoh29893	K10597
Skedoh29910	K03688
Skedoh29912	K00939
Skedoh29928	K09807
Skedoh29935	K01537
Skedoh29937	K01519
Skedoh29944	K07568
Skedoh29952	K15277
Skedoh29953	K03354
Skedoh29954	K03177
Skedoh29978	K00671
Skedoh29981	K02942
Skedoh29993	K15181
Skedoh29994	K14550
Skedoh29996	K10413
Skedoh29998	K02896
Skedoh30005	K13024
Skedoh30024	K02449
Skedoh30070	K08867
Skedoh30077	K01972
Skedoh30079	K02144
Skedoh30194	K02634
Skedoh30221	K10592
Skedoh30236	K01711
Skedoh30237	K17086
Skedoh30247	K10365
Skedoh30249	K08506
Skedoh30255	K02987
Skedoh30260	K03654
Skedoh30262	K04648
Skedoh30284	K01408
Skedoh30285	K12586
Skedoh30286	K11517
Skedoh30288	K07055
Skedoh30291	K07300
Skedoh30293	K07304
Skedoh30295	K12860
Skedoh30296	K11446
Skedoh30302	K00799
Skedoh30307	K14521
Skedoh30309	K03364
Skedoh30318	K13143
Skedoh30328	K12856
Skedoh30330	K08776
Skedoh30332	K11137
Skedoh30333	K14401
Skedoh30336	K00710
Skedoh30339	K03125
Skedoh30352	K02224
Skedoh30355	K03885
Skedoh30385	K10393
Skedoh30398	K14415
Skedoh30492	K14861
Skedoh30493	K00472
Skedoh30519	K02739
Skedoh30534	K00942
Skedoh30537	K04345
Skedoh30539	K13998
Skedoh30548	K06027
Skedoh30554	K01469
Skedoh30558	K08681
Skedoh30559	K01166
Skedoh30565	K00854
Skedoh30580	K02956
Skedoh30583	K12618
Skedoh30597	K12813
Skedoh30602	K14772
Skedoh30605	K10389
Skedoh30610	K12605
Skedoh30622	K07910
Skedoh30633	K01551
Skedoh30638	K15176
Skedoh30641	K01183
Skedoh30646	K00558
Skedoh30651	K00987
Skedoh30670	K17757
Skedoh30691	K10569
Skedoh30693	K14850
Skedoh30728	K13023
Skedoh30736	K06892
Skedoh30779	K00681
Skedoh30799	K00295
Skedoh30807	K01529
Skedoh30809	K00884
Skedoh30820	K01082
Skedoh30821	K08869
Skedoh30868	K03178
Skedoh30878	K17584
Skedoh30882	K09925
Skedoh30883	K02377
Skedoh30884	K11839
Skedoh30886	K08679
Skedoh30903	K01267
Skedoh30904	K00012
Skedoh30907	K05034
Skedoh30918	K17506
Skedoh30919	K08794
Skedoh30924	K00164
Skedoh30928	K12160
Skedoh30933	K03256
Skedoh30934	K00670
Skedoh30945	K07203
Skedoh30947	K08869
Skedoh30948	K12393
Skedoh30949	K05857
Skedoh30950	K05954
Skedoh30952	K00232
Skedoh30953	K02178
Skedoh30965	K00939
Skedoh30967	K00033
Skedoh30972	K01711
Skedoh30981	K10691
Skedoh30982	K02213
Skedoh30984	K07019
Skedoh30988	K03978
Skedoh30992	K10838
Skedoh30995	K08825
Skedoh31019	K17491
Skedoh31131	K03147
Skedoh31132	K01873
Skedoh31156	K03023
Skedoh31171	K09516
Skedoh31173	K02108
Skedoh31175	K18106
Skedoh31185	K06970
Skedoh31187	K12860
Skedoh31194	K00262
Skedoh31211	K17805
Skedoh31217	K12828
Skedoh31223	K02541
Skedoh31227	K04640
Skedoh31228	K03671
Skedoh31233	K15148
Skedoh31252	K09420
Skedoh31254	K01493
Skedoh31258	K01895
Skedoh31273	K13941
Skedoh31281	K03320
Skedoh31284	K14753
Skedoh31291	K07376
Skedoh31292	K13950
Skedoh31297	K04523
Skedoh31306	K10846
Skedoh31308	K10696
Skedoh31311	K18277
Skedoh31316	K08716
Skedoh31334	K11865
Skedoh31351	K06173
Skedoh31352	K04460
Skedoh31356	K08994
Skedoh31380	K14545
Skedoh31384	K02210
Skedoh31394	K01738
Skedoh31398	K06633
Skedoh31401	K06316
Skedoh31407	K15128
Skedoh31457	K03165
Skedoh31478	K03963
Skedoh31499	K00003
Skedoh31506	K02183
Skedoh31508	K08869
Skedoh31511	K16196
Skedoh31512	K02955
Skedoh31514	K18162
Skedoh31515	K02575
Skedoh31532	K15032
Skedoh31539	K11839
Skedoh31550	K01007
Skedoh31555	K00615
Skedoh31558	K04498
Skedoh31568	K14536
Skedoh31571	K00889
Skedoh31592	K14566
Skedoh31593	K01953
Skedoh31600	K01082
Skedoh31603	K10732
Skedoh31607	K06990
Skedoh31628	K16329
Skedoh31646	K07870
Skedoh31648	K03189
Skedoh31661	K18270
Skedoh31666	K00901
Skedoh31674	K15272
Skedoh31709	K06911
Skedoh31736	K10768
Skedoh31742	K00921
Skedoh31747	K02724
Skedoh31749	K10426
Skedoh31754	K11293
Skedoh31772	K00428
Skedoh31794	K00698
Skedoh31813	K01940
Skedoh31817	K03320
Skedoh31821	K10756
Skedoh31822	K11886
Skedoh31832	K10733
Skedoh31838	K14549
Skedoh31844	K11863
Skedoh31868	K11262
Skedoh31875	K13102
Skedoh31876	K01488
Skedoh31877	K11434
Skedoh31879	K01875
Skedoh31883	K10843
Skedoh31889	K10627
Skedoh31891	K05288
Skedoh31892	K12591
Skedoh31897	K02183
Skedoh31899	K03686
Skedoh31909	K15463
Skedoh31913	K01456
Skedoh31921	K07874
Skedoh31923	K01411
Skedoh31925	K03010
Skedoh31965	K01725
Skedoh31970	K00888
Skedoh31971	K14571
Skedoh32013	K02291
Skedoh32037	K08303
Skedoh32098	K10878
Skedoh32109	K02434
Skedoh32122	K10583
Skedoh32159	K01759
Skedoh32160	K14290
Skedoh32163	K15083
Skedoh32168	K13107
Skedoh32178	K11273
Skedoh32179	K01183
Skedoh32185	K00500
Skedoh32187	K01738
Skedoh32191	K06674
Skedoh32195	K08292
Skedoh32197	K11099
Skedoh32201	K15255
Skedoh32204	K17686
Skedoh32205	K13118
Skedoh32213	K00783
Skedoh32222	K03424
Skedoh32229	K17985
Skedoh32230	K10808
Skedoh32242	K06676
Skedoh32244	K01807
Skedoh32254	K17655
Skedoh32258	K00888
Skedoh32259	K03438
Skedoh32266	K08823
Skedoh32273	K05868
Skedoh32302	K02884
Skedoh32306	K10777
Skedoh32324	K12811
Skedoh32325	K12399
Skedoh32355	K11839
Skedoh32361	K04802
Skedoh32395	K07025
Skedoh32408	K01870
Skedoh32410	K14327
Skedoh32426	K10395
Skedoh32431	K02993
Skedoh32437	K03030
Skedoh32445	K03810
Skedoh32450	K05658
Skedoh32455	K17424
Skedoh32465	K13210
Skedoh32467	K02835
Skedoh32470	K00726
Skemar2	K01915
Skemar5	K10144
Skemar55	K06961
Skemar63	K05745
Skemar64	K17983
Skemar68	K09667
Skemar73	K08874
Skemar89	K14376
Skemar110	K00888
Skemar116	K04911
Skemar121	K17686
Skemar131	K06883
Skemar133	K14567
Skemar139	K16302
Skemar161	K11292
Skemar163	K00507
Skemar188	K10413
Skemar189	K04718
Skemar194	K08851
Skemar201	K11886
Skemar228	K03353
Skemar229	K03846
Skemar236	K02324
Skemar244	K01001
Skemar245	K01427
Skemar268	K08337
Skemar274	K09420
Skemar275	K07556
Skemar280	K00888
Skemar286	K02951
Skemar297	K00624
Skemar312	K14834
Skemar319	K03178
Skemar328	K00939
Skemar332	K10732
Skemar334	K01754
Skemar354	K03509
Skemar358	K17985
Skemar363	K15178
Skemar373	K14573
Skemar377	K08835
Skemar386	K15463
Skemar402	K12571
Skemar403	K14950
Skemar427	K11251
Skemar459	K11584
Skemar476	K06634
Skemar505	K01280
Skemar506	K14326
Skemar513	K03639
Skemar514	K11303
Skemar518	K13110
Skemar521	K08852
Skemar522	K00600
Skemar523	K16803
Skemar528	K14844
Skemar530	K11786
Skemar534	K11136
Skemar554	K04523
Skemar558	K13024
Skemar575	K09529
Skemar578	K03530
Skemar579	K03000
Skemar583	K03527
Skemar584	K00218
Skemar588	K06268
Skemar605	K15371
Skemar608	K14191
Skemar610	K02356
Skemar611	K00953
Skemar618	K03235
Skemar620	K15335
Skemar660	K18164
Skemar685	K10848
Skemar699	K00752
Skemar701	K08490
Skemar703	K00058
Skemar707	K11274
Skemar711	K09668
Skemar712	K00816
Skemar731	K16578
Skemar733	K07055
Skemar738	K13525
Skemar748	K00612
Skemar753	K02212
Skemar765	K10589
Skemar774	K15424
Skemar776	K02358
Skemar781	K06158
Skemar789	K12571
Skemar793	K14567
Skemar810	K03125
Skemar819	K01322
Skemar848	K00820
Skemar849	K11839
Skemar852	K03009
Skemar858	K13103
Skemar863	K01126
Skemar866	K13280
Skemar886	K14565
Skemar895	K01693
Skemar942	K01669
Skemar948	K02431
Skemar959	K13412
Skemar964	K05016
Skemar970	K17985
Skemar990	K02152
Skemar998	K11600
Skemar1009	K06961
Skemar1012	K03017
Skemar1013	K10706
Skemar1018	K00558
Skemar1027	K00784
Skemar1034	K06048
Skemar1036	K05305
Skemar1045	K00010
Skemar1052	K10276
Skemar1077	K17279
Skemar1078	K12842
Skemar1086	K07750
Skemar1089	K12879
Skemar1092	K09123
Skemar1106	K01637
Skemar1110	K02183
Skemar1115	K06147
Skemar1122	K11982
Skemar1125	K03841
Skemar1129	K11145
Skemar1130	K11308
Skemar1134	K03848
Skemar1147	K02326
Skemar1170	K00849
Skemar1173	K10862
Skemar1174	K07304
Skemar1184	K10365
Skemar1187	K00472
Skemar1189	K00472
Skemar1198	K01733
Skemar1218	K18156
Skemar1219	K13989
Skemar1248	K06947
Skemar1275	K16732
Skemar1294	K15115
Skemar1298	K11843
Skemar1305	K01011
Skemar1311	K13126
Skemar1330	K01873
Skemar1345	K02503
Skemar1348	K02912
Skemar1352	K07019
Skemar1360	K11314
Skemar1367	K07238
Skemar1379	K00587
Skemar1390	K14401
Skemar1396	K13941
Skemar1401	K03500
Skemar1420	K15441
Skemar1431	K06671
Skemar1433	K01527
Skemar1440	K02875
Skemar1443	K00948
Skemar1449	K15340
Skemar1452	K00944
Skemar1470	K03595
Skemar1480	K03231
Skemar1482	K11438
Skemar1487	K14805
Skemar1490	K14399
Skemar1494	K02836
Skemar1511	K03004
Skemar1518	K00800
Skemar1521	K11886
Skemar1529	K10536
Skemar1550	K06640
Skemar1559	K12605
Skemar1582	K13179
Skemar1597	K17805
Skemar1611	K13535
Skemar1616	K04710
Skemar1618	K04718
Skemar1633	K09667
Skemar1643	K00383
Skemar1666	K03596
Skemar1686	K13525
Skemar1699	K03168
Skemar1705	K01764
Skemar1706	K07376
Skemar1709	K00698
Skemar1734	K10746
Skemar1749	K12400
Skemar1753	K12194
Skemar1765	K13354
Skemar1780	K00861
Skemar1787	K10257
Skemar1795	K12175
Skemar1800	K07466
Skemar1805	K00750
Skemar1809	K02953
Skemar1816	K08176
Skemar1817	K01807
Skemar1824	K10807
Skemar1825	K15216
Skemar1874	K14802
Skemar1886	K08967
Skemar1904	K00698
Skemar1908	K00939
Skemar1916	K05857
Skemar1924	K11434
Skemar1953	K10578
Skemar1955	K15264
Skemar1983	K12837
Skemar1996	K13100
Skemar2004	K10582
Skemar2012	K02258
Skemar2020	K16732
Skemar2022	K03252
Skemar2025	K10085
Skemar2039	K15272
Skemar2044	K14798
Skemar2051	K14404
Skemar2054	K08916
Skemar2067	K01802
Skemar2074	K01876
Skemar2078	K10808
Skemar2083	K00888
Skemar2089	K13449
Skemar2113	K08675
Skemar2122	K11093
Skemar2135	K01895
Skemar2146	K02891
Skemar2153	K14565
Skemar2160	K13171
Skemar2165	K05305
Skemar2186	K11412
Skemar2187	K08734
Skemar2190	K14298
Skemar2195	K00208
Skemar2206	K11145
Skemar2222	K03841
Skemar2240	K14309
Skemar2249	K14209
Skemar2250	K00670
Skemar2251	K07942
Skemar2258	K03107
Skemar2275	K03237
Skemar2277	K01897
Skemar2291	K02132
Skemar2295	K15083
Skemar2302	K09391
Skemar2339	K12581
Skemar2340	K10583
Skemar2370	K01892
Skemar2426	K00921
Skemar2433	K03327
Skemar2436	K00921
Skemar2461	K10569
Skemar2498	K00565
Skemar2504	K01652
Skemar2521	K06027
Skemar2526	K12857
Skemar2530	K03348
Skemar2561	K00600
Skemar2575	K08907
Skemar2577	K14191
Skemar2580	K11273
Skemar2582	K01183
Skemar2589	K03305
Skemar2612	K11320
Skemar2626	K00383
Skemar2660	K03564
Skemar2681	K02704
Skemar2697	K16465
Skemar2705	K11840
Skemar2708	K15176
Skemar2712	K06176
Skemar2727	K13101
Skemar2741	K03130
Skemar2756	K09565
Skemar2757	K18158
Skemar2762	K06972
Skemar2767	K15335
Skemar2771	K17985
Skemar2788	K14572
Skemar2790	K03841
Skemar2809	K03027
Skemar2827	K00833
Skemar2831	K11839
Skemar2848	K00222
Skemar2851	K05539
Skemar2855	K07238
Skemar2857	K00602
Skemar2892	K11293
Skemar2896	K08869
Skemar2897	K16697
Skemar2901	K17550
Skemar2939	K02108
Skemar2944	K11068
Skemar2947	K13350
Skemar2964	K00948
Skemar2968	K12619
Skemar2972	K02149
Skemar2978	K02707
Skemar2980	K01599
Skemar2982	K01551
Skemar2986	K01183
Skemar3001	K01868
Skemar3003	K11294
Skemar3006	K07739
Skemar3027	K01634
Skemar3041	K17686
Skemar3058	K10606
Skemar3092	K09562
Skemar3100	K12813
Skemar3113	K15710
Skemar3135	K07466
Skemar3144	K13094
Skemar3160	K09510
Skemar3175	K13830
Skemar3179	K01887
Skemar3185	K00472
Skemar3214	K08860
Skemar3224	K03018
Skemar3229	K12893
Skemar3230	K01069
Skemar3236	K11968
Skemar3240	K15849
Skemar3247	K01893
Skemar3258	K14552
Skemar3274	K00599
Skemar3285	K02983
Skemar3290	K00509
Skemar3309	K01578
Skemar3313	K01735
Skemar3318	K00606
Skemar3322	K03259
Skemar3326	K08825
Skemar3349	K15376
Skemar3384	K14549
Skemar3391	K00993
Skemar3394	K02971
Skemar3396	K00889
Skemar3434	K18158
Skemar3437	K14857
Skemar3438	K00058
Skemar3443	K11490
Skemar3471	K03456
Skemar3474	K14572
Skemar3482	K17973
Skemar3491	K03555
Skemar3493	K01937
Skemar3512	K02863
Skemar3519	K15731
Skemar3531	K01676
Skemar3533	K09765
Skemar3535	K12587
Skemar3544	K01358
Skemar3545	K02921
Skemar3547	K07393
Skemar3556	K00953
Skemar3562	K11262
Skemar3563	K11292
Skemar3564	K03768
Skemar3583	K06171
Skemar3598	K10875
Skemar3635	K03868
Skemar3639	K01897
Skemar3664	K01649
Skemar3678	K00804
Skemar3704	K06184
Skemar3717	K03347
Skemar3733	K17983
Skemar3735	K01578
Skemar3743	K02213
Skemar3747	K12829
Skemar3748	K03763
Skemar3749	K01120
Skemar3768	K17605
Skemar3809	K06189
Skemar3828	K01101
Skemar3851	K14018
Skemar3871	K02516
Skemar3872	K04567
Skemar3877	K12870
Skemar3891	K10276
Skemar3916	K00428
Skemar3917	K13754
Skemar3940	K15113
Skemar3947	K10523
Skemar3948	K00627
Skemar3958	K00434
Skemar3959	K11835
Skemar3964	K14786
Skemar3971	K14558
Skemar3972	K14415
Skemar4002	K01889
Skemar4008	K15446
Skemar4016	K03403
Skemar4019	K00566
Skemar4040	K04498
Skemar4049	K14799
Skemar4052	K14833
Skemar4055	K08142
Skemar4059	K12837
Skemar4121	K04498
Skemar4140	K08744
Skemar4141	K03660
Skemar4145	K15631
Skemar4153	K12613
Skemar4154	K01442
Skemar4180	K01953
Skemar4181	K01109
Skemar4201	K15113
Skemar4241	K14824
Skemar4256	K10733
Skemar4258	K17890
Skemar4262	K17681
Skemar4269	K03283
Skemar4311	K03574
Skemar4329	K08333
Skemar4337	K01408
Skemar4347	K03025
Skemar4368	K03769
Skemar4383	K14347
Skemar4390	K16075
Skemar4398	K14213
Skemar4402	K03028
Skemar4405	K11649
Skemar4447	K00914
Skemar4451	K00933
Skemar4456	K00344
Skemar4460	K02259
Skemar4473	K14379
Skemar4483	K01469
Skemar4491	K00624
Skemar4504	K02902
Skemar4505	K15026
Skemar4506	K12373
Skemar4512	K01408
Skemar4527	K02983
Skemar4532	K03029
Skemar4547	K01764
Skemar4560	K00226
Skemar4564	K02732
Skemar4584	K02148
Skemar4587	K14563
Skemar4592	K00344
Skemar4593	K12878
Skemar4595	K14841
Skemar4608	K03320
Skemar4611	K01433
Skemar4615	K03031
Skemar4628	K14521
Skemar4629	K04498
Skemar4636	K02872
Skemar4658	K01507
Skemar4679	K02926
Skemar4689	K12812
Skemar4691	K16803
Skemar4692	K11308
Skemar4698	K01100
Skemar4701	K15287
Skemar4710	K00698
Skemar4713	K03575
Skemar4719	K12622
Skemar4720	K08823
Skemar4723	K09861
Skemar4734	K07513
Skemar4752	K02726
Skemar4753	K01414
Skemar4759	K06942
Skemar4764	K08341
Skemar4765	K00606
Skemar4766	K03301
Skemar4767	K15275
Skemar4775	K01082
Skemar4777	K01365
Skemar4788	K13354
Skemar4790	K09510
Skemar4795	K15255
Skemar4813	K17609
Skemar4816	K01876
Skemar4817	K11662
Skemar4824	K01850
Skemar4825	K00655
Skemar4832	K01183
Skemar4847	K02113
Skemar4850	K15100
Skemar4860	K09420
Skemar4869	K02146
Skemar4877	K15177
Skemar4901	K15362
Skemar4905	K18170
Skemar4909	K00794
Skemar4912	K06883
Skemar4913	K11982
Skemar4914	K13126
Skemar4918	K03253
Skemar4928	K03238
Skemar4931	K08959
Skemar4936	K01001
Skemar4937	K07023
Skemar4939	K02883
Skemar4943	K02912
Skemar4946	K10144
Skemar4948	K15382
Skemar4953	K03940
Skemar4961	K01190
Skemar4962	K11269
Skemar4967	K10771
Skemar4974	K00927
Skemar4980	K03250
Skemar4990	K00416
Skemar4999	K12870
Skemar5023	K11341
Skemar5031	K01254
Skemar5038	K04615
Skemar5042	K03252
Skemar5048	K11984
Skemar5060	K14415
Skemar5063	K12852
Skemar5070	K03239
Skemar5079	K18192
Skemar5081	K10903
Skemar5083	K14766
Skemar5098	K15100
Skemar5099	K12197
Skemar5102	K02879
Skemar5107	K15424
Skemar5110	K00854
Skemar5125	K12386
Skemar5126	K12188
Skemar5129	K03839
Skemar5131	K01527
Skemar5135	K13103
Skemar5137	K11886
Skemar5151	K11412
Skemar5157	K02328
Skemar5171	K01669
Skemar5180	K09549
Skemar5182	K07095
Skemar5186	K01427
Skemar5193	K02956
Skemar5194	K01312
Skemar5200	K06676
Skemar5213	K11434
Skemar5216	K14683
Skemar5225	K03141
Skemar5226	K02910
Skemar5249	K02155
Skemar5251	K08915
Skemar5263	K09522
Skemar5264	K10529
Skemar5267	K14293
Skemar5280	K03283
Skemar5288	K17732
Skemar5289	K01807
Skemar5298	K12840
Skemar5309	K14843
Skemar5324	K00814
Skemar5326	K05658
Skemar5351	K01870
Skemar5353	K01166
Skemar5359	K03016
Skemar5361	K01520
Skemar5363	K06148
Skemar5364	K08596
Skemar5365	K02147
Skemar5381	K03144
Skemar5386	K02542
Skemar5387	K01950
Skemar5406	K00654
Skemar5408	K03676
Skemar5410	K12189
Skemar5415	K00318
Skemar5419	K07952
Skemar5420	K03063
Skemar5426	K01265
Skemar5429	K03248
Skemar5430	K00294
Skemar5431	K15979
Skemar5436	K15192
Skemar5438	K05291
Skemar5444	K00133
Skemar5460	K01754
Skemar5461	K08994
Skemar5464	K00509
Skemar5495	K00901
Skemar5499	K02210
Skemar5505	K05293
Skemar5508	K01535
Skemar5510	K14764
Skemar5511	K03932
Skemar5513	K08744
Skemar5516	K01858
Skemar5524	K12821
Skemar5528	K04487
Skemar5529	K17655
Skemar5530	K01711
Skemar5545	K12190
Skemar5554	K04564
